policy,bw_mbit,obj_label,client,obj_bytes,rtt_nominal_ms,n_conn,n_iterations,fct_ms_mean,fct_ms_median,fct_ms_std,fct_ms_p95,goodput_mbps_mean,goodput_mbps_median,goodput_mbps_std,goodput_mbps_p95,trasferimento_ms_mean,trasferimento_ms_median,trasferimento_ms_std,trasferimento_ms_p95,retrans_mean,retrans_median,retrans_std,retrans_p95,srtt_ms_mean,srtt_ms_median,srtt_ms_std,srtt_ms_p95,iw_applied_mean,iw_applied_median,iw_applied_std,iw_applied_p95,max_cwnd_mean,max_cwnd_median,max_cwnd_std,max_cwnd_p95,retrans_flow_pct,penalties_total,fct_ms_median_iter_mean,fct_ms_median_iter_std,goodput_mbps_median_iter_mean,goodput_mbps_median_iter_std,trasferimento_ms_median_iter_mean,trasferimento_ms_median_iter_std,retrans_median_iter_mean,retrans_median_iter_std,srtt_ms_median_iter_mean,srtt_ms_median_iter_std,iw_applied_median_iter_mean,iw_applied_median_iter_std,max_cwnd_median_iter_mean,max_cwnd_median_iter_std,retrans_flow_pct_iter_mean,retrans_flow_pct_iter_std
lossaware-disc,100,10M,h2,10485760,6.0,150,10,936.1439,933.8635,8.7778,942.9871,89.6155,89.8269,0.7891,90.1,929.4848,927.108,8.7897,936.3788,13.1533,13.0,2.3279,17.0,7.2676,7.257,0.0891,7.4352,10.0,10.0,0.0,10.0,71.5733,72.0,0.4962,72.0,100.0,0,934.0562,1.556,89.8086,0.1493,927.4194,1.4814,13.2,1.3166,7.2573,0.026,10.0,0.0,71.8,0.4216,100.0,0.0
lossaware-disc,100,10M,h3,10485760,22.0,150,10,1271.8956,1189.3075,181.9395,1683.793,67.0627,70.5336,7.8587,73.7689,1245.2596,1162.621,182.1263,1656.8632,80.6533,91.0,28.4584,105.55,22.7593,22.73,0.1983,22.974,10.0,10.0,0.0,10.0,178.6,176.0,14.2528,205.0,100.0,0,1197.289,27.684,70.0952,1.5323,1170.7622,28.8226,90.1,2.5582,22.7296,0.029,10.0,0.0,177.7,3.653,100.0,0.0
lossaware-disc,100,10M,h4,10485760,52.0,150,10,1754.7068,1608.6335,456.389,2786.9689,49.92,52.1474,8.538,59.1343,1688.1655,1547.2175,456.7347,2720.6443,86.2133,35.0,83.4875,226.55,53.2709,52.866,1.2878,54.9654,146.9667,195.0,104.6271,389.0,417.26,445.0,59.4237,481.55,90.667,161,1612.6878,74.3726,52.1149,2.3782,1547.5413,75.2389,43.2,32.2139,52.8944,0.2091,141.9,54.3884,418.1,30.3332,90.667,3.443
metrics,100,10M,h2,10485760,6.0,150,10,935.0781,933.7295,3.7188,942.1417,89.7116,89.8398,0.3556,90.1324,928.4318,927.0405,3.7215,935.5948,13.16,13.0,2.0953,16.0,7.2693,7.2535,0.0959,7.4561,10.0,10.0,0.0,10.0,71.6267,72.0,0.5252,72.0,100.0,0,933.7214,1.3001,89.8407,0.1248,927.0822,1.3282,13.1,0.7379,7.252,0.0302,10.0,0.0,71.9,0.3162,100.0,0.0
metrics,100,10M,h3,10485760,22.0,150,10,1268.2825,1190.1755,176.0641,1680.4808,67.1753,70.4821,7.5451,73.6485,1241.4966,1163.4995,175.9673,1652.4887,81.3133,91.0,27.0878,104.55,22.7546,22.7285,0.1667,22.9656,10.0,10.0,0.0,10.0,178.1467,176.0,13.5227,205.0,100.0,0,1197.0642,24.0411,70.1007,1.3411,1170.0485,24.324,89.5,3.504,22.7309,0.0306,10.0,0.0,176.0,0.0,100.0,0.0
metrics,100,10M,h4,10485760,52.0,150,10,2072.7385,1683.686,699.5573,3536.9335,43.7196,49.8232,10.2993,54.5776,2006.844,1617.5285,699.6856,3469.8765,101.9467,36.0,93.8806,230.0,53.5265,53.264,1.2909,55.5488,10.0,10.0,0.0,10.0,402.5733,408.0,72.2423,485.0,81.333,0,1879.0243,213.5419,45.1662,5.1174,1814.8137,213.3284,86.4,68.1097,53.2644,0.1724,10.0,0.0,416.3,29.0977,81.333,12.09
static10,100,10M,h2,10485760,6.0,150,10,935.5001,933.974,3.9775,942.8134,89.6714,89.8163,0.3799,90.0727,928.8472,927.3805,3.9911,936.1342,13.1467,13.0,2.0279,16.55,7.2571,7.2385,0.1014,7.4414,10.0,10.0,0.0,10.0,71.5467,72.0,0.4995,72.0,100.0,0,934.0397,1.0914,89.8101,0.1049,927.3462,1.0681,13.0,0.8165,7.2446,0.0211,10.0,0.0,71.8,0.4216,100.0,0.0
static10,100,10M,h3,10485760,22.0,150,10,1299.8041,1191.1095,213.3546,1685.8351,65.9745,70.4268,8.879,73.7017,1272.9879,1163.5395,213.3512,1659.6868,78.16,91.0,30.4999,105.0,22.7813,22.738,0.2571,23.265,10.0,10.0,0.0,10.0,178.7733,176.0,15.319,205.0,100.0,0,1201.1185,24.4442,69.8653,1.3823,1173.9278,23.6676,88.3,4.5717,22.7365,0.0508,10.0,0.0,176.9,2.846,100.0,0.0
static10,100,10M,h4,10485760,52.0,150,10,2052.5745,1719.8905,650.216,3506.7249,43.9561,48.7741,10.1855,54.6429,1986.7076,1653.8315,650.552,3440.0166,101.0133,47.0,93.5529,261.95,53.4743,53.1855,1.371,55.0108,10.0,10.0,0.0,10.0,395.4267,406.0,69.8518,482.55,78.667,0,1775.1437,111.842,47.4139,2.7918,1709.9666,111.7034,78.2,49.1275,53.1489,0.2307,10.0,0.0,403.3,25.1089,78.667,9.838
statichigh,100,10M,h2,10485760,6.0,150,10,920.8894,920.733,1.9491,924.8152,91.0929,91.1079,0.1926,91.351,914.2601,914.1115,1.9265,918.2213,16.4267,17.0,1.6883,19.0,7.5536,7.544,0.1003,7.7132,24.0,24.0,0.0,24.0,71.3733,71.0,0.4989,72.0,100.0,0,920.7895,0.6016,91.1024,0.0595,914.1552,0.5163,16.5,0.7071,7.5394,0.0386,24.0,0.0,71.4,0.5164,100.0,0.0
statichigh,100,10M,h3,10485760,22.0,150,10,1034.6461,1029.299,18.1346,1052.9795,81.0995,81.4983,1.291,82.2088,1007.8635,1001.615,17.9921,1025.7958,116.9533,124.0,12.4611,127.0,23.6318,23.868,0.5932,24.2675,24.0,24.0,0.0,24.0,203.02,206.0,4.6465,206.0,100.0,0,1029.3454,1.3205,81.4947,0.1045,1001.6413,1.4374,123.2,1.5492,23.7153,0.3193,24.0,0.0,205.9,0.3162,100.0,0.0
statichigh,100,10M,h4,10485760,52.0,150,10,1794.5935,1810.9635,270.7172,2175.2191,47.7023,46.3212,6.6287,58.4789,1728.5475,1745.7215,270.5459,2112.0918,90.1333,29.0,100.5884,272.85,53.563,53.3485,1.213,54.9519,24.0,24.0,0.0,24.0,434.24,463.5,62.58,479.55,80.0,0,1780.5951,126.6105,47.3451,3.663,1713.8137,126.5644,57.1,68.8919,53.353,0.2447,24.0,0.0,462.3,6.3779,80.0,14.055
ewma,100,1K,h2,1024,6.0,150,10,13.5287,13.324,0.7909,14.4636,0.6071,0.6148,0.0277,0.6353,6.8824,6.754,0.4194,7.7201,0.0,0.0,0.0,0.0,6.4571,6.4205,0.1781,6.7347,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3951,0.2091,0.6117,0.0094,6.7988,0.1359,0.0,0.0,6.4418,0.0639,10.0,0.0,10.0,0.0,0.0,0.0
ewma,100,1K,h3,1024,22.0,150,10,56.3528,56.516,3.1324,61.2071,0.1458,0.145,0.0083,0.1615,29.691,29.5455,2.4904,33.1238,0.0,0.0,0.0,0.0,29.0821,29.0905,1.8637,31.5436,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.3494,0.5843,0.1454,0.0015,29.6079,0.6717,0.0,0.0,29.2819,0.6131,10.0,0.0,10.0,0.0,0.0,0.0
ewma,100,1K,h4,1024,52.0,150,10,128.3159,128.3865,5.8181,138.1688,0.064,0.0638,0.0029,0.0691,64.2387,64.132,4.503,72.6188,0.0,0.0,0.0,0.0,63.3302,63.132,3.5591,69.1101,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,128.4188,1.7183,0.0638,0.0008,64.1782,1.1515,0.0,0.0,63.2332,1.2435,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,100,1K,h2,1024,6.0,150,10,13.5115,13.325,0.5918,14.5355,0.6073,0.6148,0.0242,0.6314,6.8897,6.7215,0.5424,7.816,0.0,0.0,0.0,0.0,6.4882,6.441,0.215,6.8237,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3129,0.0875,0.6154,0.004,6.7185,0.0835,0.0,0.0,6.4344,0.0447,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,100,1K,h3,1024,22.0,150,10,56.698,56.6855,3.1035,61.2694,0.1449,0.1445,0.0081,0.1583,29.6068,29.555,2.5355,33.2449,0.0,0.0,0.0,0.0,29.2648,29.5345,1.7194,31.5618,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.7681,0.8159,0.1443,0.0021,29.5231,1.0102,0.0,0.0,29.5136,0.7168,10.0,0.0,10.0,0.0,0.0,0.0
lossaware,100,1K,h4,1024,52.0,150,10,127.9106,128.251,6.311,137.2921,0.0642,0.0639,0.0032,0.07,63.7728,64.048,5.0034,72.2468,0.0,0.0,0.0,0.0,63.165,63.4515,3.9283,69.1516,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,127.7738,2.0062,0.0641,0.001,64.1678,1.3663,0.0,0.0,63.0921,1.4295,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,100,1K,h2,1024,6.0,150,10,13.5925,13.383,0.5661,14.7466,0.6037,0.6121,0.0241,0.6302,6.9812,6.798,0.4806,7.8831,0.0,0.0,0.0,0.0,6.506,6.441,0.2133,6.8778,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3764,0.1441,0.6125,0.0066,6.7999,0.1482,0.0,0.0,6.4431,0.0546,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,100,1K,h3,1024,22.0,150,10,56.2558,56.593,3.2728,61.2977,0.1461,0.1448,0.0087,0.1608,29.5726,29.51,2.458,33.1336,0.0,0.0,0.0,0.0,29.1183,29.654,1.9299,31.4973,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.551,0.5618,0.1449,0.0014,29.4955,0.3283,0.0,0.0,29.5745,0.4916,10.0,0.0,10.0,0.0,0.0,0.0
lossaware-disc,100,1K,h4,1024,52.0,150,10,128.3252,127.67,6.3831,138.4252,0.064,0.0642,0.0032,0.0694,64.0235,63.574,5.1536,72.6644,0.0,0.0,0.0,0.0,63.6238,63.6815,3.8638,69.5155,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,128.3849,2.0332,0.0638,0.001,64.1386,2.0358,0.0,0.0,64.0514,0.9472,10.0,0.0,10.0,0.0,0.0,0.0
metrics,100,1K,h2,1024,6.0,150,10,13.504,13.3395,0.4749,14.4107,0.6074,0.6141,0.0206,0.6297,6.8999,6.732,0.4429,7.8514,0.0,0.0,0.0,0.0,6.4884,6.4465,0.1896,6.8485,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.345,0.1092,0.6139,0.005,6.7611,0.0901,0.0,0.0,6.4447,0.0444,10.0,0.0,10.0,0.0,0.0,0.0
metrics,100,1K,h3,1024,22.0,150,10,56.6155,56.657,2.8535,61.1608,0.1451,0.1446,0.0074,0.1596,29.7929,29.5715,2.5204,33.3581,0.0,0.0,0.0,0.0,29.3167,29.8425,1.6725,31.4921,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,56.7721,0.8976,0.1443,0.0023,29.843,1.0843,0.0,0.0,29.4183,0.9545,10.0,0.0,10.0,0.0,0.0,0.0
metrics,100,1K,h4,1024,52.0,150,10,127.346,127.1455,6.6713,137.387,0.0645,0.0644,0.0034,0.0707,64.0443,64.383,4.9988,71.6867,0.0,0.0,0.0,0.0,62.9741,63.043,3.9857,69.7831,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,127.4203,2.6583,0.0643,0.0014,63.7416,2.0669,0.0,0.0,62.8911,1.0405,10.0,0.0,10.0,0.0,0.0,0.0
static10,100,1K,h2,1024,6.0,150,10,13.5155,13.3225,0.5016,14.4537,0.6069,0.6149,0.0216,0.6316,6.9115,6.7505,0.4845,7.7725,0.0,0.0,0.0,0.0,6.5013,6.4515,0.2128,6.867,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,13.3439,0.105,0.6139,0.0048,6.7803,0.1171,0.0,0.0,6.4544,0.0462,10.0,0.0,10.0,0.0,0.0,0.0
static10,100,1K,h3,1024,22.0,150,10,56.9435,56.8905,3.1578,61.6577,0.1443,0.144,0.0081,0.1575,29.7755,29.8195,2.6254,33.29,0.0,0.0,0.0,0.0,29.454,29.7765,1.6909,31.5764,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,57.0108,0.9964,0.1437,0.0025,30.278,0.9426,0.0,0.0,29.5091,0.6833,10.0,0.0,10.0,0.0,0.0,0.0
static10,100,1K,h4,1024,52.0,150,10,128.3495,128.483,6.3499,138.7925,0.064,0.0638,0.0032,0.0698,64.7147,65.412,4.8835,72.507,0.0,0.0,0.0,0.0,63.4825,63.37,3.9231,70.3109,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0,128.7016,1.7455,0.0637,0.0009,65.3427,1.1586,0.0,0.0,63.4307,1.3531,10.0,0.0,10.0,0.0,0.0,0.0
statichigh,100,1K,h2,1024,6.0,150,10,13.5177,13.3665,0.4914,14.4824,0.6068,0.6129,0.0212,0.6327,6.9055,6.7385,0.4639,7.8388,0.0,0.0,0.0,0.0,6.4789,6.431,0.2037,6.8457,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,13.3779,0.0791,0.6124,0.0036,6.7413,0.0443,0.0,0.0,6.4424,0.0538,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,100,1K,h3,1024,22.0,150,10,56.2724,56.267,3.4231,61.2099,0.1461,0.1456,0.0091,0.1609,29.5541,29.5455,2.9123,33.3071,0.0,0.0,0.0,0.0,29.0865,29.3055,1.8609,31.5058,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,56.454,1.0594,0.1452,0.0026,29.7461,1.3182,0.0,0.0,29.3015,0.6027,24.0,0.0,24.0,0.0,0.0,0.0
statichigh,100,1K,h4,1024,52.0,150,10,127.8335,128.007,6.9053,137.7063,0.0643,0.064,0.0035,0.0704,64.4998,65.081,4.9039,72.4086,0.0,0.0,0.0,0.0,63.187,63.262,4.0917,70.0131,24.0,24.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,0,127.9589,2.2566,0.064,0.0011,64.9902,1.2846,0.0,0.0,63.083,1.2307,24.0,0.0,24.0,0.0,0.0,0.0
ewma,100,1M,h2,1048576,6.0,150,10,121.584,122.663,6.8997,135.3616,69.2156,68.3874,3.9388,75.9396,114.9654,116.021,6.9003,128.7636,23.4,25.0,6.0335,31.0,6.7592,6.6235,0.3425,7.6128,64.7867,71.0,15.6876,72.0,68.92,71.0,5.2425,72.0,100.0,0,123.3913,3.5628,68.0324,1.8707,116.7354,3.5626,24.5,4.1164,6.6217,0.0455,68.8,5.7116,69.0,5.2915,100.0,0.0
ewma,100,1M,h3,1048576,22.0,150,10,261.9114,258.7165,47.9021,279.8867,32.6463,32.4239,3.5899,36.846,234.8553,231.1695,47.8442,254.2142,24.5733,18.5,22.8445,71.3,22.6106,22.565,0.178,22.9692,133.36,153.0,38.7965,160.0,147.1667,153.0,21.3552,160.0,97.333,0,253.1615,10.0489,33.184,1.3597,226.0738,9.6394,19.1,12.8966,22.5668,0.0276,145.9,13.7796,146.1,13.7311,97.333,3.443
ewma,100,1M,h4,1048576,52.0,150,10,517.0917,506.648,89.6794,619.0036,16.5722,16.5571,2.1324,19.355,451.298,439.2705,89.3433,557.1494,26.1733,10.0,38.3321,111.35,54.0936,53.011,2.7038,59.8144,278.9867,315.0,99.057,398.0,322.14,321.5,73.8187,449.3,82.0,0,500.4102,22.3579,16.7947,0.7763,435.4914,23.6816,8.8,5.4324,53.031,0.2733,314.0,44.9691,325.8,29.6678,82.0,17.228
lossaware,100,1M,h2,1048576,6.0,150,10,120.9839,120.4775,2.0503,124.7372,69.3561,69.628,1.1619,70.8365,114.3534,113.73,2.075,118.2254,10.4933,10.0,2.1574,14.0,6.7154,6.714,0.0581,6.7986,10.0,10.0,0.0,10.0,66.7867,71.0,7.6987,72.0,100.0,1200,120.4131,0.4973,69.6663,0.2876,113.7844,0.5394,10.4,0.9661,6.7168,0.0186,10.0,0.0,70.4,0.5164,100.0,0.0
lossaware,100,1M,h3,1048576,22.0,150,10,287.8547,270.7315,83.3842,564.28,30.6597,30.985,5.4819,37.8113,261.1004,243.8735,83.2891,536.3759,76.9,90.0,32.4285,104.55,22.849,22.6545,0.5941,23.6306,16.6533,10.0,16.1495,61.0,151.92,156.0,32.6972,200.0,88.667,1051,268.6862,3.5424,31.2257,0.4124,243.0689,3.2145,89.2,3.2931,22.6703,0.0598,10.0,0.0,157.4,1.8974,88.667,7.062
lossaware,100,1M,h4,1048576,52.0,150,10,570.3198,536.0725,124.6152,718.385,15.1556,15.6483,2.1842,17.9284,505.0262,469.3495,124.7488,649.6046,43.5333,10.5,49.5381,130.1,55.6484,53.9395,3.6023,63.8691,55.5733,49.0,43.2888,130.1,275.1333,284.0,124.5511,462.4,52.667,630,543.1507,23.4432,15.4701,0.6623,480.708,21.9219,25.7,31.5632,54.2474,1.0035,48.2,13.0111,254.8,75.5554,52.667,10.159
lossaware-disc,100,1M,h2,1048576,6.0,150,10,120.9049,120.321,2.1637,124.9133,69.4037,69.7186,1.2278,70.9111,114.2904,113.6965,2.1719,118.3042,10.54,10.0,2.407,14.55,6.7111,6.7155,0.0653,6.8201,10.0,10.0,0.0,10.0,66.9667,71.0,7.7125,72.0,100.0,0,120.1867,0.6304,69.7982,0.366,113.5841,0.6292,10.1,0.7379,6.713,0.0237,10.0,0.0,70.8,0.7888,100.0,0.0
lossaware-disc,100,1M,h3,1048576,22.0,150,10,263.7992,268.242,66.6235,347.675,33.0428,31.2726,5.3277,40.0659,237.0321,242.17,66.6281,319.7443,69.5533,77.5,29.707,105.0,22.7191,22.6185,0.3673,23.4125,35.4867,10.0,29.9036,82.0,160.4733,156.0,34.354,217.0,94.667,1,246.3742,22.7498,34.3109,3.1671,219.6989,22.6779,65.4,23.7543,22.6106,0.034,45.2,31.2652,160.5,26.7966,94.667,2.811
lossaware-disc,100,1M,h4,1048576,52.0,150,10,523.836,507.993,105.0239,653.0851,16.4293,16.5132,2.2364,19.2999,458.4816,440.295,104.3762,584.9695,32.6133,0.0,43.901,118.0,55.0356,53.0865,3.2834,61.6787,151.24,155.5,63.7479,238.0,279.6267,246.5,116.3435,476.1,43.333,42,499.1799,26.2719,16.8496,0.9477,436.4729,27.2562,1.6,3.4059,53.2762,0.4127,161.6,38.9735,235.4,40.4645,43.333,7.857
metrics,100,1M,h2,1048576,6.0,150,10,120.6954,120.2165,1.8189,124.6541,69.5177,69.7792,1.0306,70.6514,114.0722,113.558,1.813,118.141,10.3267,10.0,1.9507,13.55,6.7113,6.7135,0.0664,6.8166,10.0,10.0,0.0,10.0,67.8,71.0,6.9263,72.0,100.0,0,120.1795,0.3625,69.8012,0.2104,113.4996,0.3878,10.1,0.7379,6.7157,0.0182,10.0,0.0,70.8,0.6325,100.0,0.0
metrics,100,1M,h3,1048576,22.0,150,10,304.0984,272.8445,88.3391,562.6695,29.0088,30.745,4.9664,31.696,277.3398,246.1595,88.6596,538.7378,77.9267,91.0,32.1488,104.55,22.7677,22.6355,0.4277,23.4743,10.0,10.0,0.0,10.0,146.8,156.0,31.6518,160.0,87.333,0,273.1367,1.5804,30.713,0.177,246.4893,1.923,89.1,4.9766,22.6557,0.0948,10.0,0.0,156.4,1.2649,87.333,7.981
metrics,100,1M,h4,1048576,52.0,150,10,664.211,575.5175,200.6416,1253.9207,13.3866,14.5758,2.577,15.3576,598.6573,509.9535,200.4297,1187.606,47.6467,38.0,48.9187,118.1,56.3931,54.712,4.5555,64.102,10.0,10.0,0.0,10.0,263.9267,293.0,118.284,452.55,52.0,0,577.5051,5.7279,14.5269,0.1434,511.2317,6.2252,37.2,34.8387,55.0573,1.3501,10.0,0.0,276.7,55.7874,52.0,11.244
static10,100,1M,h2,1048576,6.0,150,10,121.1376,120.497,2.1616,125.1074,69.2702,69.6167,1.2217,70.7939,114.5152,113.957,2.1491,118.3666,10.54,10.0,2.3648,14.0,6.7162,6.7175,0.0735,6.8151,10.0,10.0,0.0,10.0,65.46,70.0,8.4047,72.0,100.0,0,120.7103,0.6792,69.4957,0.3898,114.1191,0.7101,10.4,1.3499,6.7204,0.018,10.0,0.0,69.1,5.3635,100.0,0.0
static10,100,1M,h3,1048576,22.0,150,10,300.1784,273.348,83.7233,567.3148,29.2389,30.6884,4.704,31.7396,273.2562,246.196,83.6225,541.9634,79.0867,90.0,30.3109,104.0,22.8047,22.6465,0.4718,23.5104,10.0,10.0,0.0,10.0,147.26,156.0,28.9161,160.0,88.667,0,273.389,1.0746,30.6842,0.1207,246.1224,0.991,89.0,3.7118,22.651,0.0168,10.0,0.0,156.0,0.0,88.667,6.325
static10,100,1M,h4,1048576,52.0,150,10,686.762,582.846,208.2366,1239.917,13.0283,14.3925,2.754,15.3372,621.2592,517.7345,207.974,1171.4775,46.5467,23.0,48.0589,110.55,56.3008,54.8935,3.765,64.59,10.0,10.0,0.0,10.0,256.4067,295.0,123.8827,428.8,52.0,0,603.977,47.0193,13.9578,0.9856,537.8819,50.5987,39.3,44.038,55.2162,1.0974,10.0,0.0,275.3,54.0721,52.0,13.626
statichigh,100,1M,h2,1048576,6.0,150,10,109.0687,109.0145,1.1669,110.8351,76.9197,76.9495,0.8002,77.9303,102.4505,102.366,1.1457,104.2139,13.7067,14.0,1.7743,16.0,6.7889,6.791,0.0734,6.9011,24.0,24.0,0.0,24.0,57.1467,57.0,0.9151,59.0,100.0,0,109.0043,0.2451,76.957,0.1732,102.3449,0.2296,14.0,0.6667,6.7874,0.0199,24.0,0.0,57.1,0.3162,100.0,0.0
statichigh,100,1M,h3,1048576,22.0,150,10,223.1476,223.623,2.8826,226.6365,37.5985,37.5123,0.4905,38.4839,196.309,196.9875,2.147,198.4918,115.5067,121.0,9.8292,123.0,23.6443,23.93,0.4571,23.9695,24.0,24.0,0.0,24.0,191.2,192.0,2.8615,192.0,100.0,0,223.4537,0.9899,37.5414,0.1662,196.9566,0.353,120.6,0.5164,23.9244,0.0162,24.0,0.0,192.0,0.0,100.0,0.0
statichigh,100,1M,h4,1048576,52.0,150,10,566.307,576.605,53.2314,654.3948,14.9438,14.5483,1.4179,17.3624,500.2299,512.0675,53.1249,587.8056,38.1067,0.0,49.9337,140.55,54.8981,53.387,4.062,60.7794,24.0,24.0,0.0,24.0,250.8867,180.5,116.2123,441.1,42.0,0,573.0057,20.8838,14.6585,0.5733,507.4052,19.7453,8.3,18.0619,53.321,0.3156,24.0,0.0,204.6,63.9917,42.0,9.454
ewma,100,200K,h2,204800,6.0,150,10,44.5666,45.143,2.729,47.8704,36.9079,36.2936,2.3944,41.9614,37.9659,38.586,2.7241,41.1589,22.4867,23.0,4.0892,27.0,7.522,7.554,0.418,8.0475,66.7467,71.0,15.2651,72.0,70.8,71.0,1.2532,72.0,100.0,0,45.1326,0.326,36.3036,0.2621,38.5578,0.3887,23.2,0.7888,7.6134,0.1761,70.8,1.3166,70.8,1.3166,100.0,0.0
ewma,100,200K,h3,204800,22.0,150,10,142.3931,144.6255,13.2932,164.4941,11.611,11.3286,1.143,14.0994,115.6125,117.8905,13.5236,135.8711,3.9933,4.0,3.2347,9.55,25.5075,25.244,1.7444,28.0681,125.2,142.0,36.0065,142.0,136.56,142.0,14.8276,148.05,76.667,0,139.7944,11.7084,11.8045,1.1199,113.4083,11.2337,3.9,2.1833,25.3323,0.8995,135.9,12.8794,135.9,12.8794,76.667,31.779
ewma,100,200K,h4,204800,52.0,150,10,264.0298,257.262,27.5848,314.3031,6.2572,6.3686,0.5069,6.7748,199.7119,192.425,28.0792,254.1482,0.0,0.0,0.0,0.0,58.7187,58.606,4.2988,65.8546,125.0933,142.0,36.4249,142.0,136.8933,142.0,15.2853,147.85,0.0,0,257.6892,3.1511,6.3589,0.0768,193.4251,2.9648,0.0,0.0,58.4909,1.8874,136.0,12.6491,136.3,12.0374,0.0,0.0
lossaware,100,200K,h2,204800,6.0,150,10,47.3069,46.8375,2.5881,55.0952,34.7255,34.9805,1.6979,36.3486,40.6966,40.2045,2.5904,48.4521,10.4733,10.0,2.1479,14.0,6.7821,6.718,0.2978,7.2167,10.0,10.0,0.0,10.0,65.7933,71.0,9.4948,72.0,100.0,1200,46.7298,0.666,35.0676,0.5033,40.1081,0.6873,10.2,1.3984,6.7533,0.1217,10.0,0.0,70.8,0.9189,100.0,0.0
lossaware,100,200K,h3,204800,22.0,150,10,129.22,120.053,21.5336,157.8769,12.958,13.6473,1.7316,14.8016,102.4657,93.364,21.2192,129.6552,0.6267,0.0,1.3489,2.0,24.3222,23.8595,1.3266,27.3657,70.5,71.0,32.3514,128.05,121.4533,120.5,14.6272,153.0,26.0,324,120.1666,3.2352,13.6434,0.3705,92.695,2.5651,0.0,0.0,23.8283,0.1262,72.2,18.492,120.1,5.9898,26.0,14.212
lossaware,100,200K,h4,204800,52.0,150,10,264.2251,256.662,28.1322,330.4918,6.2576,6.3835,0.5427,6.808,199.9708,194.184,27.6867,265.2838,0.0,0.0,0.0,0.0,59.4221,59.388,4.8119,68.7287,121.8133,142.0,36.4459,142.0,134.3533,142.0,16.8452,145.1,0.0,0,256.302,3.72,6.3937,0.0926,193.4327,3.1767,0.0,0.0,59.0595,1.4402,132.2,15.81,133.8,13.3066,0.0,0.0
lossaware-disc,100,200K,h2,204800,6.0,150,10,47.0812,46.605,2.4636,54.6589,34.8839,35.155,1.6295,36.459,40.4923,39.943,2.4558,48.1912,10.22,10.0,1.9962,13.0,6.7642,6.7205,0.2631,7.2025,10.0,10.0,0.0,10.0,63.6933,70.0,10.4032,72.0,100.0,0,46.5137,0.3806,35.2262,0.2881,39.8891,0.4129,10.0,0.9428,6.7152,0.0868,10.0,0.0,70.4,0.5164,100.0,0.0
lossaware-disc,100,200K,h3,204800,22.0,150,10,130.121,120.6435,19.0009,165.2862,12.8383,13.5805,1.7178,14.9486,103.2719,93.3455,19.0433,137.491,1.0467,0.0,1.9084,5.0,24.7916,23.9535,1.5523,27.6898,77.0133,81.0,29.5392,142.0,124.5933,121.0,11.2471,153.0,35.333,261,121.6999,7.6195,13.5051,0.7545,94.4314,7.9427,0.2,0.6325,24.1076,0.4866,80.2,5.731,122.8,2.6583,35.333,11.78
lossaware-disc,100,200K,h4,204800,52.0,150,10,264.6662,257.597,34.0892,331.8973,6.2635,6.3603,0.582,6.8596,199.8862,191.781,34.044,265.5417,0.0,0.0,0.0,0.0,58.7127,58.6345,4.3786,65.5033,112.7467,114.5,37.5598,142.0,127.52,142.0,21.7279,150.1,0.0,0,257.4147,2.1317,6.3652,0.0528,192.0322,2.394,0.0,0.0,58.3313,1.8496,124.1,18.9704,126.7,16.2416,0.0,0.0
metrics,100,200K,h2,204800,6.0,150,10,46.8389,46.634,1.9953,48.6941,35.0368,35.1332,1.3593,36.4221,40.2337,39.979,1.9758,42.1123,10.28,10.0,2.1461,13.55,6.7689,6.7625,0.2369,7.1147,10.0,10.0,0.0,10.0,63.4467,70.0,10.3836,72.0,100.0,0,46.6297,0.3337,35.138,0.2522,40.0527,0.3547,10.2,0.7888,6.7628,0.1239,10.0,0.0,68.3,6.4472,100.0,0.0
